path,wa,channel,datetime,time,date,test
../../tamago_data/2020-12-01/2020-12-01+12-28-33_4.wav,80308,4,2020-12-01 12:28:33,12-28-33,2020/12/01,
../../tamago_data/2020-12-01/2020-12-01+12-28-33_7.wav,87148,7,2020-12-01 12:28:33,12-28-33,2020/12/01,
../../tamago_data/2020-12-01/2020-12-01+12-28-33_0.wav,89826,0,2020-12-01 12:28:33,12-28-33,2020/12/01,
../../tamago_data/2020-12-01/2020-12-01+12-28-33_5.wav,76653,5,2020-12-01 12:28:33,12-28-33,2020/12/01,
../../tamago_data/2020-12-01/2020-12-01+12-28-33_1.wav,99336,1,2020-12-01 12:28:33,12-28-33,2020/12/01,
../../tamago_data/2020-12-01/2020-12-01+12-28-33_3.wav,94461,3,2020-12-01 12:28:33,12-28-33,2020/12/01,
../../tamago_data/2020-12-01/2020-12-01+12-30-07_6.wav,74565,6,2020-12-01 12:30:07,12-30-07,2020/12/01,
../../tamago_data/2020-12-01/2020-12-01+12-30-07_7.wav,87587,7,2020-12-01 12:30:07,12-30-07,2020/12/01,
../../tamago_data/2020-12-01/2020-12-01+12-30-07_0.wav,90602,0,2020-12-01 12:30:07,12-30-07,2020/12/01,
../../tamago_data/2020-12-01/2020-12-01+12-30-07_1.wav,99434,1,2020-12-01 12:30:07,12-30-07,2020/12/01,
../../tamago_data/2020-12-01/2020-12-01+12-30-07_4.wav,79817,4,2020-12-01 12:30:07,12-30-07,2020/12/01,
../../tamago_data/2020-12-01/2020-12-01+12-30-07_3.wav,94367,3,2020-12-01 12:30:07,12-30-07,2020/12/01,
../../tamago_data/2020-12-01/2020-12-01+12-30-07_5.wav,76097,5,2020-12-01 12:30:07,12-30-07,2020/12/01,
../../tamago_data/2020-12-01/2020-12-01+12-30-07_2.wav,97910,2,2020-12-01 12:30:07,12-30-07,2020/12/01,
../../tamago_data/2020-12-01/2020-12-01+12-31-40_0.wav,89077,0,2020-12-01 12:31:40,12-31-40,2020/12/01,
../../tamago_data/2020-12-01/2020-12-01+12-31-40_5.wav,76317,5,2020-12-01 12:31:40,12-31-40,2020/12/01,
../../tamago_data/2020-12-01/2020-12-01+12-31-40_3.wav,94296,3,2020-12-01 12:31:40,12-31-40,2020/12/01,
../../tamago_data/2020-12-01/2020-12-01+12-31-40_6.wav,74642,6,2020-12-01 12:31:40,12-31-40,2020/12/01,
../../tamago_data/2020-12-01/2020-12-01+12-31-40_2.wav,97855,2,2020-12-01 12:31:40,12-31-40,2020/12/01,
../../tamago_data/2020-12-01/2020-12-01+12-31-40_4.wav,80110,4,2020-12-01 12:31:40,12-31-40,2020/12/01,
../../tamago_data/2020-12-01/2020-12-01+12-31-40_1.wav,98032,1,2020-12-01 12:31:40,12-31-40,2020/12/01,
../../tamago_data/2020-12-01/2020-12-01+12-31-40_7.wav,85974,7,2020-12-01 12:31:40,12-31-40,2020/12/01,
../../tamago_data/2020-12-01/2020-12-01+12-33-14_0.wav,90314,0,2020-12-01 12:33:14,12-33-14,2020/12/01,
../../tamago_data/2020-12-01/2020-12-01+12-33-14_4.wav,79093,4,2020-12-01 12:33:14,12-33-14,2020/12/01,
../../tamago_data/2020-12-01/2020-12-01+12-33-14_5.wav,75031,5,2020-12-01 12:33:14,12-33-14,2020/12/01,
../../tamago_data/2020-12-01/2020-12-01+12-33-14_7.wav,85648,7,2020-12-01 12:33:14,12-33-14,2020/12/01,
../../tamago_data/2020-12-01/2020-12-01+12-33-14_3.wav,93773,3,2020-12-01 12:33:14,12-33-14,2020/12/01,
../../tamago_data/2020-12-01/2020-12-01+12-33-14_1.wav,99088,1,2020-12-01 12:33:14,12-33-14,2020/12/01,
../../tamago_data/2020-12-01/2020-12-01+12-33-14_6.wav,73603,6,2020-12-01 12:33:14,12-33-14,2020/12/01,
../../tamago_data/2020-12-01/2020-12-01+12-33-14_2.wav,98757,2,2020-12-01 12:33:14,12-33-14,2020/12/01,
../../tamago_data/2020-12-01/2020-12-01+12-34-47_7.wav,86382,7,2020-12-01 12:34:47,12-34-47,2020/12/01,
../../tamago_data/2020-12-01/2020-12-01+12-34-47_1.wav,99037,1,2020-12-01 12:34:47,12-34-47,2020/12/01,
../../tamago_data/2020-12-01/2020-12-01+12-34-47_3.wav,94296,3,2020-12-01 12:34:47,12-34-47,2020/12/01,
../../tamago_data/2020-12-01/2020-12-01+12-34-47_4.wav,79556,4,2020-12-01 12:34:47,12-34-47,2020/12/01,
../../tamago_data/2020-12-01/2020-12-01+12-34-47_2.wav,98925,2,2020-12-01 12:34:47,12-34-47,2020/12/01,
